model,max_depth,min_samples_leaf,min_samples_split,criterion,class_weight,random_state,cv_f1_macro_mean,cv_f1_macro_std,n_estimators
ExtraTrees,6.0,2,,entropy,,42,0.832152215424746,0.0480218267753593,200.0
ExtraTrees,6.0,2,,entropy,balanced,42,0.832152215424746,0.0480218267753593,200.0
ExtraTrees,6.0,3,,entropy,,42,0.8321407850626116,0.04999741353789229,100.0
ExtraTrees,6.0,3,,entropy,balanced,42,0.8321407850626116,0.04999741353789229,100.0
ExtraTrees,,5,,gini,,42,0.8320421149639415,0.050024439403910964,200.0
ExtraTrees,,5,,gini,balanced,42,0.8320421149639415,0.050024439403910964,200.0
ExtraTrees,5.0,5,,gini,,42,0.8320128247875924,0.05017958519965907,200.0
ExtraTrees,5.0,5,,gini,balanced,42,0.8320128247875924,0.05017958519965907,200.0
RandomForest,,5,,gini,,42,0.8318338068581387,0.038863860471871736,100.0
RandomForest,,5,,gini,balanced,42,0.8318338068581387,0.038863860471871736,100.0
ExtraTrees,5.0,5,,entropy,,42,0.8317747295494973,0.050245253579789276,200.0
ExtraTrees,5.0,5,,entropy,balanced,42,0.8317747295494973,0.050245253579789276,200.0
ExtraTrees,6.0,3,,gini,,42,0.8317402542209045,0.050717117502784,200.0
ExtraTrees,6.0,3,,gini,balanced,42,0.8317402542209045,0.050717117502784,200.0
ExtraTrees,6.0,3,,entropy,,42,0.8317402542209045,0.050717117502784,200.0
ExtraTrees,6.0,3,,entropy,balanced,42,0.8317402542209045,0.050717117502784,200.0
DecisionTree,4.0,1,6.0,gini,,42,0.8316285298429523,0.031319226161386424,
DecisionTree,4.0,1,6.0,gini,balanced,42,0.8316285298429523,0.031319226161386424,
DecisionTree,4.0,1,10.0,gini,,42,0.8316285298429523,0.031319226161386424,
DecisionTree,4.0,1,10.0,gini,balanced,42,0.8316285298429523,0.031319226161386424,
RandomForest,,2,,gini,,42,0.8315784184821723,0.024032140840112046,100.0
RandomForest,,2,,gini,balanced,42,0.8315784184821723,0.024032140840112046,100.0
DecisionTree,4.0,2,2.0,gini,,42,0.8313601685970108,0.04070926620935014,
DecisionTree,4.0,2,2.0,gini,balanced,42,0.8313601685970108,0.04070926620935014,
DecisionTree,4.0,2,4.0,gini,,42,0.8313601685970108,0.04070926620935014,
DecisionTree,4.0,2,4.0,gini,balanced,42,0.8313601685970108,0.04070926620935014,
RandomForest,6.0,2,,entropy,,42,0.8313318186679067,0.03634693755337344,200.0
RandomForest,6.0,2,,entropy,balanced,42,0.8313318186679067,0.03634693755337344,200.0
ExtraTrees,5.0,2,,gini,,42,0.8295886808386808,0.04114774171662916,100.0
ExtraTrees,5.0,2,,gini,balanced,42,0.8295886808386808,0.04114774171662916,100.0
DecisionTree,4.0,3,2.0,gini,,42,0.8295081583976021,0.03828162777018514,
DecisionTree,4.0,3,2.0,gini,balanced,42,0.8295081583976021,0.03828162777018514,
DecisionTree,4.0,3,4.0,gini,,42,0.8295081583976021,0.03828162777018514,
DecisionTree,4.0,3,4.0,gini,balanced,42,0.8295081583976021,0.03828162777018514,
DecisionTree,4.0,3,6.0,gini,,42,0.8295081583976021,0.03828162777018514,
DecisionTree,4.0,3,6.0,gini,balanced,42,0.8295081583976021,0.03828162777018514,
DecisionTree,4.0,3,10.0,gini,,42,0.8295081583976021,0.03828162777018514,
DecisionTree,4.0,3,10.0,gini,balanced,42,0.8295081583976021,0.03828162777018514,
ExtraTrees,5.0,3,,entropy,,42,0.8294552078027312,0.05379827869855451,100.0
ExtraTrees,5.0,3,,entropy,balanced,42,0.8294552078027312,0.05379827869855451,100.0
ExtraTrees,,5,,gini,,42,0.8294212708957291,0.05386873064136119,100.0
ExtraTrees,,5,,gini,balanced,42,0.8294212708957291,0.05386873064136119,100.0
ExtraTrees,6.0,2,,entropy,,42,0.8293975956500027,0.04766371494304911,300.0
ExtraTrees,6.0,2,,entropy,balanced,42,0.8293975956500027,0.04766371494304911,300.0
ExtraTrees,5.0,3,,gini,,42,0.8293575053907872,0.054449141889216714,200.0
ExtraTrees,5.0,3,,gini,balanced,42,0.8293575053907872,0.054449141889216714,200.0
ExtraTrees,5.0,3,,entropy,,42,0.8293575053907872,0.054449141889216714,200.0
ExtraTrees,5.0,3,,entropy,balanced,42,0.8293575053907872,0.054449141889216714,200.0
ExtraTrees,6.0,5,,entropy,,42,0.8293219487143636,0.04108374548196137,300.0
ExtraTrees,6.0,5,,entropy,balanced,42,0.8293219487143636,0.04108374548196137,300.0
ExtraTrees,5.0,2,,entropy,,42,0.8293106714125837,0.03803074158215896,100.0
ExtraTrees,5.0,2,,entropy,balanced,42,0.8293106714125837,0.03803074158215896,100.0
ExtraTrees,5.0,2,,entropy,,42,0.8292690889793605,0.05145742704095094,300.0
ExtraTrees,5.0,2,,entropy,balanced,42,0.8292690889793605,0.05145742704095094,300.0
ExtraTrees,6.0,5,,gini,,42,0.8292391980665975,0.05390805433703178,300.0
ExtraTrees,6.0,5,,gini,balanced,42,0.8292391980665975,0.05390805433703178,300.0
ExtraTrees,6.0,2,,gini,,42,0.829203315107425,0.05168911910706179,200.0
ExtraTrees,6.0,2,,gini,balanced,42,0.829203315107425,0.05168911910706179,200.0
ExtraTrees,6.0,3,,gini,,42,0.8291185409437032,0.0513796266955578,300.0
ExtraTrees,6.0,3,,gini,balanced,42,0.8291185409437032,0.0513796266955578,300.0
ExtraTrees,5.0,1,,gini,,42,0.8290282503150621,0.05447301988207909,200.0
ExtraTrees,5.0,1,,gini,balanced,42,0.8290282503150621,0.05447301988207909,200.0
ExtraTrees,5.0,1,,entropy,,42,0.8289861511572039,0.050334247267390886,300.0
ExtraTrees,5.0,1,,entropy,balanced,42,0.8289861511572039,0.050334247267390886,300.0
ExtraTrees,4.0,2,,entropy,,42,0.8289544641731647,0.0545828875882782,200.0
ExtraTrees,4.0,2,,entropy,balanced,42,0.8289544641731647,0.0545828875882782,200.0
ExtraTrees,5.0,5,,entropy,,42,0.8288036346666378,0.04799741467479746,300.0
ExtraTrees,5.0,5,,entropy,balanced,42,0.8288036346666378,0.04799741467479746,300.0
ExtraTrees,5.0,3,,gini,,42,0.8287158352329879,0.05458249404864167,300.0
ExtraTrees,5.0,3,,gini,balanced,42,0.8287158352329879,0.05458249404864167,300.0
ExtraTrees,6.0,2,,gini,,42,0.8268725338292751,0.050808198153025515,300.0
ExtraTrees,6.0,2,,gini,balanced,42,0.8268725338292751,0.050808198153025515,300.0
ExtraTrees,5.0,1,,entropy,,42,0.8268397422615689,0.04094107893266013,200.0
ExtraTrees,5.0,1,,entropy,balanced,42,0.8268397422615689,0.04094107893266013,200.0
ExtraTrees,4.0,1,,entropy,,42,0.8268066296956089,0.04671216936221463,100.0
ExtraTrees,4.0,1,,entropy,balanced,42,0.8268066296956089,0.04671216936221463,100.0
ExtraTrees,5.0,2,,gini,,42,0.8268053613936818,0.050893013272280914,200.0
ExtraTrees,5.0,2,,gini,balanced,42,0.8268053613936818,0.050893013272280914,200.0
ExtraTrees,6.0,3,,gini,,42,0.8266226422147476,0.053972644146187194,100.0
ExtraTrees,6.0,3,,gini,balanced,42,0.8266226422147476,0.053972644146187194,100.0
ExtraTrees,6.0,5,,entropy,,42,0.8266055430800014,0.05094922085256962,100.0
ExtraTrees,6.0,5,,entropy,balanced,42,0.8266055430800014,0.05094922085256962,100.0
ExtraTrees,6.0,5,,gini,,42,0.8265748530493113,0.049330975444257436,200.0
ExtraTrees,6.0,5,,gini,balanced,42,0.8265748530493113,0.049330975444257436,200.0
ExtraTrees,4.0,2,,gini,,42,0.8265671962846886,0.049469847964829616,200.0
ExtraTrees,4.0,2,,gini,balanced,42,0.8265671962846886,0.049469847964829616,200.0
DecisionTree,4.0,1,4.0,gini,,42,0.8263863443376088,0.033285255566154616,
DecisionTree,4.0,1,4.0,gini,balanced,42,0.8263863443376088,0.033285255566154616,
ExtraTrees,5.0,2,,gini,,42,0.8263768358239492,0.05233156123692559,300.0
ExtraTrees,5.0,2,,gini,balanced,42,0.8263768358239492,0.05233156123692559,300.0
ExtraTrees,5.0,1,,entropy,,42,0.8263685506816785,0.04694999424903978,100.0
ExtraTrees,5.0,1,,entropy,balanced,42,0.8263685506816785,0.04694999424903978,100.0
ExtraTrees,5.0,1,,gini,,42,0.8263644378800027,0.05085996011029457,300.0
ExtraTrees,5.0,1,,gini,balanced,42,0.8263644378800027,0.05085996011029457,300.0
ExtraTrees,4.0,2,,entropy,,42,0.8262221903693341,0.05103822204405324,300.0
ExtraTrees,4.0,2,,entropy,balanced,42,0.8262221903693341,0.05103822204405324,300.0
ExtraTrees,4.0,3,,gini,,42,0.8262160647319788,0.0512335220803672,200.0
ExtraTrees,4.0,3,,gini,balanced,42,0.8262160647319788,0.0512335220803672,200.0
ExtraTrees,4.0,3,,entropy,,42,0.8262160647319788,0.0512335220803672,200.0
ExtraTrees,4.0,3,,entropy,balanced,42,0.8262160647319788,0.0512335220803672,200.0
ExtraTrees,5.0,3,,entropy,,42,0.8261171183268707,0.059103986016984786,300.0
ExtraTrees,5.0,3,,entropy,balanced,42,0.8261171183268707,0.059103986016984786,300.0
ExtraTrees,5.0,5,,gini,,42,0.8259672350887521,0.0584803492913295,100.0
ExtraTrees,5.0,5,,gini,balanced,42,0.8259672350887521,0.0584803492913295,100.0
ExtraTrees,4.0,5,,entropy,,42,0.8257614145117739,0.04765619976901568,300.0
ExtraTrees,4.0,5,,entropy,balanced,42,0.8257614145117739,0.04765619976901568,300.0
DecisionTree,5.0,5,2.0,entropy,,42,0.8257067738224582,0.037024703843194284,
DecisionTree,5.0,5,2.0,entropy,balanced,42,0.8257067738224582,0.037024703843194284,
DecisionTree,5.0,5,4.0,entropy,,42,0.8257067738224582,0.037024703843194284,
DecisionTree,5.0,5,4.0,entropy,balanced,42,0.8257067738224582,0.037024703843194284,
DecisionTree,5.0,5,6.0,entropy,,42,0.8257067738224582,0.037024703843194284,
DecisionTree,5.0,5,6.0,entropy,balanced,42,0.8257067738224582,0.037024703843194284,
DecisionTree,5.0,5,10.0,entropy,,42,0.8257067738224582,0.037024703843194284,
DecisionTree,5.0,5,10.0,entropy,balanced,42,0.8257067738224582,0.037024703843194284,
ExtraTrees,4.0,3,,gini,,42,0.8240777203645322,0.04619921880143213,100.0
ExtraTrees,4.0,3,,gini,balanced,42,0.8240777203645322,0.04619921880143213,100.0
ExtraTrees,5.0,3,,gini,,42,0.8240599005188788,0.045623333268958136,100.0
ExtraTrees,5.0,3,,gini,balanced,42,0.8240599005188788,0.045623333268958136,100.0
ExtraTrees,5.0,2,,entropy,,42,0.8239589435472638,0.045901109510778526,200.0
ExtraTrees,5.0,2,,entropy,balanced,42,0.8239589435472638,0.045901109510778526,200.0
ExtraTrees,4.0,3,,entropy,,42,0.8238693674162413,0.05096104844719028,100.0
ExtraTrees,4.0,3,,entropy,balanced,42,0.8238693674162413,0.05096104844719028,100.0
ExtraTrees,6.0,5,,entropy,,42,0.8236463473653876,0.0501718387382729,200.0
ExtraTrees,6.0,5,,entropy,balanced,42,0.8236463473653876,0.0501718387382729,200.0
ExtraTrees,6.0,5,,gini,,42,0.8235017024993805,0.05062425931435657,100.0
ExtraTrees,6.0,5,,gini,balanced,42,0.8235017024993805,0.05062425931435657,100.0
ExtraTrees,4.0,5,,gini,,42,0.8233971537610557,0.04536248001250969,200.0
ExtraTrees,4.0,5,,gini,balanced,42,0.8233971537610557,0.04536248001250969,200.0
ExtraTrees,6.0,3,,entropy,,42,0.8233087461865403,0.05080506726273882,300.0
ExtraTrees,6.0,3,,entropy,balanced,42,0.8233087461865403,0.05080506726273882,300.0
ExtraTrees,4.0,1,,entropy,,42,0.8233064078536214,0.054853310251020776,300.0
ExtraTrees,4.0,1,,entropy,balanced,42,0.8233064078536214,0.054853310251020776,300.0
DecisionTree,4.0,1,4.0,entropy,,42,0.8232990750637811,0.03323821269225451,
DecisionTree,4.0,1,4.0,entropy,balanced,42,0.8232990750637811,0.03323821269225451,
DecisionTree,4.0,1,6.0,entropy,,42,0.8232990750637811,0.03323821269225451,
DecisionTree,4.0,1,6.0,entropy,balanced,42,0.8232990750637811,0.03323821269225451,
DecisionTree,4.0,1,10.0,entropy,,42,0.8232990750637811,0.03323821269225451,
DecisionTree,4.0,1,10.0,entropy,balanced,42,0.8232990750637811,0.03323821269225451,
DecisionTree,4.0,2,2.0,entropy,,42,0.8232990750637811,0.03323821269225451,
DecisionTree,4.0,2,2.0,entropy,balanced,42,0.8232990750637811,0.03323821269225451,
DecisionTree,4.0,2,4.0,entropy,,42,0.8232990750637811,0.03323821269225451,
DecisionTree,4.0,2,4.0,entropy,balanced,42,0.8232990750637811,0.03323821269225451,
DecisionTree,4.0,2,6.0,entropy,,42,0.8232990750637811,0.03323821269225451,
DecisionTree,4.0,2,6.0,entropy,balanced,42,0.8232990750637811,0.03323821269225451,
DecisionTree,4.0,2,10.0,entropy,,42,0.8232990750637811,0.03323821269225451,
DecisionTree,4.0,2,10.0,entropy,balanced,42,0.8232990750637811,0.03323821269225451,
ExtraTrees,4.0,5,,entropy,,42,0.8231439970218309,0.050541901687124094,200.0
ExtraTrees,4.0,5,,entropy,balanced,42,0.8231439970218309,0.050541901687124094,200.0
ExtraTrees,4.0,2,,entropy,,42,0.8214651780479955,0.03641645706694165,100.0
ExtraTrees,4.0,2,,entropy,balanced,42,0.8214651780479955,0.03641645706694165,100.0
ExtraTrees,5.0,1,,gini,,42,0.8214554910670785,0.04651493097613665,100.0
ExtraTrees,5.0,1,,gini,balanced,42,0.8214554910670785,0.04651493097613665,100.0
ExtraTrees,5.0,5,,gini,,42,0.8211681694382934,0.045794381233241886,300.0
ExtraTrees,5.0,5,,gini,balanced,42,0.8211681694382934,0.045794381233241886,300.0
ExtraTrees,4.0,2,,gini,,42,0.8210107229906842,0.0462790523449096,300.0
ExtraTrees,4.0,2,,gini,balanced,42,0.8210107229906842,0.0462790523449096,300.0
ExtraTrees,4.0,1,,entropy,,42,0.8207136774494057,0.05212940431448982,200.0
ExtraTrees,4.0,1,,entropy,balanced,42,0.8207136774494057,0.05212940431448982,200.0
ExtraTrees,4.0,1,,gini,,42,0.8206703258271068,0.05218974470240618,200.0
ExtraTrees,4.0,1,,gini,balanced,42,0.8206703258271068,0.05218974470240618,200.0
DecisionTree,6.0,1,2.0,entropy,,42,0.8206698874021979,0.0191214915939595,
DecisionTree,6.0,1,2.0,entropy,balanced,42,0.8206698874021979,0.0191214915939595,
ExtraTrees,4.0,5,,gini,,42,0.8205130234561822,0.046874153064912785,300.0
ExtraTrees,4.0,5,,gini,balanced,42,0.8205130234561822,0.046874153064912785,300.0
ExtraTrees,4.0,3,,gini,,42,0.8203545198325932,0.05179513637989638,300.0
ExtraTrees,4.0,3,,gini,balanced,42,0.8203545198325932,0.05179513637989638,300.0
ExtraTrees,4.0,3,,entropy,,42,0.8203545198325932,0.05179513637989638,300.0
ExtraTrees,4.0,3,,entropy,balanced,42,0.8203545198325932,0.05179513637989638,300.0
ExtraTrees,4.0,2,,gini,,42,0.8186139078179213,0.038181690359510516,100.0
ExtraTrees,4.0,2,,gini,balanced,42,0.8186139078179213,0.038181690359510516,100.0
ExtraTrees,4.0,1,,gini,,42,0.817848878977447,0.056462235664862616,300.0
ExtraTrees,4.0,1,,gini,balanced,42,0.817848878977447,0.056462235664862616,300.0
DecisionTree,6.0,1,4.0,entropy,,42,0.8177110393117708,0.02543509870415587,
DecisionTree,6.0,1,4.0,entropy,balanced,42,0.8177110393117708,0.02543509870415587,
ExtraTrees,4.0,5,,entropy,,42,0.8175172512461384,0.0476070499898677,100.0
ExtraTrees,4.0,5,,entropy,balanced,42,0.8175172512461384,0.0476070499898677,100.0
DecisionTree,4.0,3,2.0,entropy,,42,0.817103768240041,0.03090818541590469,
DecisionTree,4.0,3,2.0,entropy,balanced,42,0.817103768240041,0.03090818541590469,
DecisionTree,4.0,3,4.0,entropy,,42,0.817103768240041,0.03090818541590469,
DecisionTree,4.0,3,4.0,entropy,balanced,42,0.817103768240041,0.03090818541590469,
DecisionTree,4.0,3,6.0,entropy,,42,0.817103768240041,0.03090818541590469,
DecisionTree,4.0,3,6.0,entropy,balanced,42,0.817103768240041,0.03090818541590469,
DecisionTree,4.0,3,10.0,entropy,,42,0.817103768240041,0.03090818541590469,
DecisionTree,4.0,3,10.0,entropy,balanced,42,0.817103768240041,0.03090818541590469,
ExtraTrees,4.0,1,,gini,,42,0.8149398286919357,0.04168812874255315,100.0
ExtraTrees,4.0,1,,gini,balanced,42,0.8149398286919357,0.04168812874255315,100.0
ExtraTrees,4.0,5,,gini,,42,0.8144711429368723,0.049815815620535275,100.0
ExtraTrees,4.0,5,,gini,balanced,42,0.8144711429368723,0.049815815620535275,100.0
DecisionTree,3.0,3,2.0,entropy,,42,0.8132564447837094,0.02139045378962044,
DecisionTree,3.0,3,2.0,entropy,balanced,42,0.8132564447837094,0.02139045378962044,
DecisionTree,3.0,3,4.0,entropy,,42,0.8132564447837094,0.02139045378962044,
DecisionTree,3.0,3,4.0,entropy,balanced,42,0.8132564447837094,0.02139045378962044,
DecisionTree,3.0,3,6.0,entropy,,42,0.8132564447837094,0.02139045378962044,
DecisionTree,3.0,3,6.0,entropy,balanced,42,0.8132564447837094,0.02139045378962044,
DecisionTree,3.0,3,10.0,entropy,,42,0.8132564447837094,0.02139045378962044,
DecisionTree,3.0,3,10.0,entropy,balanced,42,0.8132564447837094,0.02139045378962044,
DecisionTree,4.0,5,2.0,entropy,,42,0.8129270028773574,0.030483074854505156,
DecisionTree,4.0,5,2.0,entropy,balanced,42,0.8129270028773574,0.030483074854505156,
DecisionTree,4.0,5,4.0,entropy,,42,0.8129270028773574,0.030483074854505156,
DecisionTree,4.0,5,4.0,entropy,balanced,42,0.8129270028773574,0.030483074854505156,
DecisionTree,4.0,5,6.0,entropy,,42,0.8129270028773574,0.030483074854505156,
DecisionTree,4.0,5,6.0,entropy,balanced,42,0.8129270028773574,0.030483074854505156,
DecisionTree,4.0,5,10.0,entropy,,42,0.8129270028773574,0.030483074854505156,
DecisionTree,4.0,5,10.0,entropy,balanced,42,0.8129270028773574,0.030483074854505156,
DecisionTree,3.0,1,2.0,entropy,,42,0.810619368157069,0.021238244868577942,
DecisionTree,3.0,1,2.0,entropy,balanced,42,0.810619368157069,0.021238244868577942,
DecisionTree,3.0,1,4.0,entropy,,42,0.810619368157069,0.021238244868577942,
DecisionTree,3.0,1,4.0,entropy,balanced,42,0.810619368157069,0.021238244868577942,
DecisionTree,3.0,1,6.0,entropy,,42,0.810619368157069,0.021238244868577942,
DecisionTree,3.0,1,6.0,entropy,balanced,42,0.810619368157069,0.021238244868577942,
DecisionTree,3.0,1,10.0,entropy,,42,0.810619368157069,0.021238244868577942,
DecisionTree,3.0,1,10.0,entropy,balanced,42,0.810619368157069,0.021238244868577942,
DecisionTree,3.0,2,2.0,entropy,,42,0.810619368157069,0.021238244868577942,
DecisionTree,3.0,2,2.0,entropy,balanced,42,0.810619368157069,0.021238244868577942,
DecisionTree,3.0,2,4.0,entropy,,42,0.810619368157069,0.021238244868577942,
DecisionTree,3.0,2,4.0,entropy,balanced,42,0.810619368157069,0.021238244868577942,
DecisionTree,3.0,2,6.0,entropy,,42,0.810619368157069,0.021238244868577942,
DecisionTree,3.0,2,6.0,entropy,balanced,42,0.810619368157069,0.021238244868577942,
DecisionTree,3.0,2,10.0,entropy,,42,0.810619368157069,0.021238244868577942,
DecisionTree,3.0,2,10.0,entropy,balanced,42,0.810619368157069,0.021238244868577942,
DecisionTree,3.0,1,2.0,gini,,42,0.810210050760077,0.02162065489977849,
DecisionTree,3.0,1,2.0,gini,balanced,42,0.810210050760077,0.02162065489977849,
DecisionTree,3.0,1,4.0,gini,,42,0.810210050760077,0.02162065489977849,
DecisionTree,3.0,1,4.0,gini,balanced,42,0.810210050760077,0.02162065489977849,
DecisionTree,3.0,1,6.0,gini,,42,0.810210050760077,0.02162065489977849,
DecisionTree,3.0,1,6.0,gini,balanced,42,0.810210050760077,0.02162065489977849,
DecisionTree,3.0,1,10.0,gini,,42,0.810210050760077,0.02162065489977849,
DecisionTree,3.0,1,10.0,gini,balanced,42,0.810210050760077,0.02162065489977849,
DecisionTree,3.0,2,2.0,gini,,42,0.810210050760077,0.02162065489977849,
DecisionTree,3.0,2,2.0,gini,balanced,42,0.810210050760077,0.02162065489977849,
DecisionTree,3.0,2,4.0,gini,,42,0.810210050760077,0.02162065489977849,
DecisionTree,3.0,2,4.0,gini,balanced,42,0.810210050760077,0.02162065489977849,
DecisionTree,3.0,2,6.0,gini,,42,0.810210050760077,0.02162065489977849,
DecisionTree,3.0,2,6.0,gini,balanced,42,0.810210050760077,0.02162065489977849,
DecisionTree,3.0,2,10.0,gini,,42,0.810210050760077,0.02162065489977849,
DecisionTree,3.0,2,10.0,gini,balanced,42,0.810210050760077,0.02162065489977849,
DecisionTree,3.0,3,2.0,gini,,42,0.8100442980321638,0.02528090910423768,
DecisionTree,3.0,3,2.0,gini,balanced,42,0.8100442980321638,0.02528090910423768,
DecisionTree,3.0,3,4.0,gini,,42,0.8100442980321638,0.02528090910423768,
DecisionTree,3.0,3,4.0,gini,balanced,42,0.8100442980321638,0.02528090910423768,
DecisionTree,3.0,3,6.0,gini,,42,0.8100442980321638,0.02528090910423768,
DecisionTree,3.0,3,6.0,gini,balanced,42,0.8100442980321638,0.02528090910423768,
DecisionTree,3.0,3,10.0,gini,,42,0.8100442980321638,0.02528090910423768,
DecisionTree,3.0,3,10.0,gini,balanced,42,0.8100442980321638,0.02528090910423768,
ExtraTrees,5.0,5,,entropy,,42,0.8095817112849696,0.04644172513819707,100.0
ExtraTrees,5.0,5,,entropy,balanced,42,0.8095817112849696,0.04644172513819707,100.0
DecisionTree,3.0,5,2.0,entropy,,42,0.8044972580390215,0.024845100739840385,
DecisionTree,3.0,5,2.0,entropy,balanced,42,0.8044972580390215,0.024845100739840385,
DecisionTree,3.0,5,4.0,entropy,,42,0.8044972580390215,0.024845100739840385,
DecisionTree,3.0,5,4.0,entropy,balanced,42,0.8044972580390215,0.024845100739840385,
DecisionTree,3.0,5,6.0,entropy,,42,0.8044972580390215,0.024845100739840385,
DecisionTree,3.0,5,6.0,entropy,balanced,42,0.8044972580390215,0.024845100739840385,
DecisionTree,3.0,5,10.0,entropy,,42,0.8044972580390215,0.024845100739840385,
DecisionTree,3.0,5,10.0,entropy,balanced,42,0.8044972580390215,0.024845100739840385,
DecisionTree,3.0,5,2.0,gini,,42,0.8012285867396723,0.027300645389900825,
DecisionTree,3.0,5,2.0,gini,balanced,42,0.8012285867396723,0.027300645389900825,
DecisionTree,3.0,5,4.0,gini,,42,0.8012285867396723,0.027300645389900825,
DecisionTree,3.0,5,4.0,gini,balanced,42,0.8012285867396723,0.027300645389900825,
DecisionTree,3.0,5,6.0,gini,,42,0.8012285867396723,0.027300645389900825,
DecisionTree,3.0,5,6.0,gini,balanced,42,0.8012285867396723,0.027300645389900825,
DecisionTree,3.0,5,10.0,gini,,42,0.8012285867396723,0.027300645389900825,
DecisionTree,3.0,5,10.0,gini,balanced,42,0.8012285867396723,0.027300645389900825,
